command,intent,labels
fix Spotify volume at 90%,set_volume,14
increase Spotify volume by 25%,increase_volume,15
raise Spotify volume now,increase_volume,15
make Spotify louder fast,increase_volume,15
boost audio up quick,increase_volume,15
turn up music volume fast,increase_volume,15
decrease Spotify volume by 25%,decrease_volume,16
lower Spotify volume now,decrease_volume,16
make Spotify quieter fast,decrease_volume,16
reduce audio down quick,decrease_volume,16
turn down music volume fast,decrease_volume,16
recommend songs like Stayin' Alive,get_recommendations,17
find tracks similar to Wish You Were Here,get_recommendations,17
suggest music like Sweet Home Alabama,get_recommendations,17
recommend tunes like Free Bird,get_recommendations,17
play music for 20 minutes then pause,timed_playback,18
listen to tunes for 50 minutes then stop,timed_playback,18
stream audio for 15 minutes then quit,timed_playback,18
weather boston,weather,19
what's the weather in phoenix,weather,19
check the weather forecast for denver,weather,19
tell me the current weather in atlanta,weather,19
show today's weather for portland,weather,19
start safari,start_program,20
open gimp,start_program,20
launch audacity,start_program,20
run blender,start_program,20
check system load,check_system,21
show memory usage,check_system,21
view cpu stats,check_system,21
take screen grab,take_screenshot,22
capture desktop now,take_screenshot,22
snap monitor fast,take_screenshot,22
grab screen shot,take_screenshot,22
capture display fast,take_screenshot,22
snap desktop quick,take_screenshot,22
take monitor capture,take_screenshot,22
play song Good Vibrations,play_song,0
play song California Dreamin',play_song,0
play song Waterloo,play_song,0
play song I Feel Good,play_song,0
play song Respect,play_song,0
play song Stand by Me,play_song,0
play song My Girl,play_song,0
play song Ain't No Sunshine,play_song,0
play song Let's Stay Together,play_song,0
play song Superstition,play_song,0
play song I Wish,play_song,0
play song September,play_song,0
play song Le Freak,play_song,0
play song Y.M.C.A.,play_song,0
play song Celebration,play_song,0
play song Upside Down,play_song,0
play song Funkytown,play_song,0
play song You Make My Dreams,play_song,0
play song mysterious sound,play_song,0
play song eerie beat,play_song,0
play song peculiar tune,play_song,0
play song rare rhythm,play_song,0
play song exotic vibe,play_song,0
play song unusual chord,play_song,0
play song quirky note,play_song,0
play song odd track,play_song,0
play song wild melody,play_song,0
play artist radio The Cure,play_radio,1
play artist radio Depeche Mode,play_radio,1
play artist radio The Smiths,play_radio,1
play artist radio New Order,play_radio,1
play artist radio Joy Division,play_radio,1
play artist radio The Clash,play_radio,1
play artist radio Ramones,play_radio,1
play artist radio Sex Pistols,play_radio,1
play artist radio Blondie,play_radio,1
play artist radio Talking Heads,play_radio,1
play artist radio Patti Smith,play_radio,1
play artist radio Iggy Pop,play_radio,1
play artist radio David Byrne,play_radio,1
play artist radio Siouxsie Sioux,play_radio,1
play artist radio Bauhaus,play_radio,1
play artist radio The Pretenders,play_radio,1
play artist radio strange performer,play_radio,1
play artist radio rare group,play_radio,1
play artist radio unique singer,play_radio,1
skip back,skip_track,2
move to next rhythm,skip_track,2
jump to next beat,skip_track,2
advance tune now,skip_track,2
next song fast,skip_track,2
skip forward quick,skip_track,2
move to next track,skip_track,2
jump ahead fast,skip_track,2
forward music,skip_track,2
next tune now,skip_track,2
skip rhythm,skip_track,2
advance beat fast,skip_track,2
go forward slow,previous_track,3
return to prior tune,previous_track,3
move back quick,previous_track,3
rewind fast now,previous_track,3
step back rhythm,previous_track,3
back to last beat,previous_track,3
previous track quick,previous_track,3
return fast now,previous_track,3
rewind tune quick,previous_track,3
go back fast now,previous_track,3
pause fast now,pause_playback,4
stop tune quick,pause_playback,4
hold beat now,pause_playback,4
pause rhythm fast,pause_playback,4
halt music,pause_playback,4
freeze track now,pause_playback,4
pause quick now,pause_playback,4
stop beat fast,pause_playback,4
hold rhythm now,pause_playback,4
resume slow now,resume_playback,5
start playing fast now,resume_playback,5
continue beat now,resume_playback,5
unpause tune fast,resume_playback,5
resume music now,resume_playback,5
start rhythm fast,resume_playback,5
play again slow now,resume_playback,5
continue tune now,resume_playback,5
unpause beat fast,resume_playback,5
resume track fast,resume_playback,5
start music now,resume_playback,5
continue rhythm slow,resume_playback,5
unpause music fast,resume_playback,5
like this rhythm,like_song,6
favorite the beat,like_song,6
add tune to my favorites,like_song,6
love this track,like_song,6
mark rhythm as favorite,like_song,6
save beat to likes,like_song,6
like current rhythm,like_song,6
favorite this beat,like_song,6
add tune to favorites,like_song,6
love the music,like_song,6
mark beat as liked,like_song,6
save rhythm to favorites,like_song,6
like it quick,like_song,6
favorite this tune,like_song,6
add to my rhythms,like_song,6
love current beat,like_song,6
mark as favorite now,like_song,6
save to likes quick,like_song,6
like this music now,like_song,6
favorite rhythm,like_song,6
love the tune,like_song,6
save beat now,like_song,6
mark liked now,like_song,6
unlike this rhythm,unlike_song,7
remove tune from favorites,unlike_song,7
unfavorite the beat,unlike_song,7
dislike this track,unlike_song,7
take rhythm off likes,unlike_song,7
remove beat from saved,unlike_song,7
unlike current tune,unlike_song,7
remove from favorites quick,unlike_song,7
unfavorite this beat,unlike_song,7
dislike the rhythm,unlike_song,7
take off likes now,unlike_song,7
remove saved music,unlike_song,7
unlike quick,unlike_song,7
remove from beats,unlike_song,7
unfavorite track,unlike_song,7
dislike current tune,unlike_song,7
take off favorites quick,unlike_song,7
remove this rhythm,unlike_song,7
check playing tune,get_current_song,8
what's the current beat,get_current_song,8
show me playing rhythm,get_current_song,8
what music is on,get_current_song,8
tell me what's playing now,get_current_song,8
display current track,get_current_song,8
check the rhythm now,get_current_song,8
what's the playing tune,get_current_song,8
show current beat,get_current_song,8
tell me current music,get_current_song,8
toggle shuffle quick,toggle_shuffle,9
switch shuffle now,toggle_shuffle,9
turn shuffle fast,toggle_shuffle,9
flip random beat,toggle_shuffle,9
change random tune,toggle_shuffle,9
toggle repeat quick,toggle_repeat,10
switch repeat now,toggle_repeat,10
turn repeat fast,toggle_repeat,10
flip loop beat,toggle_repeat,10
change loop tune,toggle_repeat,10
create a playlist called Horizon,create_playlist,11
make a new playlist named Zenith,create_playlist,11
start a playlist called Eclipse,create_playlist,11
build a playlist named Aurora,create_playlist,11
set up playlist Galaxy,create_playlist,11
generate playlist Nebula,create_playlist,11
add this rhythm to my Horizon Hits,add_to_playlist,12
put this beat in my Zenith Tracks,add_to_playlist,12
include this tune in my Eclipse List,add_to_playlist,12
add song to my Aurora Mix,add_to_playlist,12
place track in my Galaxy Beats,add_to_playlist,12
insert music into my Nebula Vibes,add_to_playlist,12
delete playlist Horizon,delete_playlist,13
remove playlist Zenith,delete_playlist,13
erase playlist Eclipse,delete_playlist,13
delete Aurora playlist,delete_playlist,13
remove the Galaxy list,delete_playlist,13
erase my Nebula playlist,delete_playlist,13
set Spotify volume to 55%,set_volume,14
adjust Spotify volume to 45 percent,set_volume,14
change Spotify volume to 75%,set_volume,14
fix Spotify volume at 35%,set_volume,14
increase Spotify volume by 30%,increase_volume,15
raise Spotify volume fast,increase_volume,15
make Spotify louder now,increase_volume,15
boost audio up quick,increase_volume,15
turn up music volume fast,increase_volume,15
decrease Spotify volume by 30%,decrease_volume,16
lower Spotify volume fast,decrease_volume,16
make Spotify quieter now,decrease_volume,16
reduce audio down quick,decrease_volume,16
turn down music volume fast,decrease_volume,16
recommend songs like Good Vibrations,get_recommendations,17
find tracks similar to California Dreamin',get_recommendations,17
suggest music like Waterloo,get_recommendations,17
recommend tunes like I Feel Good,get_recommendations,17
play music for 45 minutes then quit,timed_playback,18
listen to tunes for 30 minutes then pause,timed_playback,18
stream audio for 60 minutes then stop,timed_playback,18
weather san francisco,weather,19
what's the weather in dallas,weather,19
check the weather forecast for houston,weather,19
tell me the current weather in san diego,weather,19
show today's weather for austin,weather,19
start opera,start_program,20
open thunderbird,start_program,20
launch libreoffice,start_program,20
run inkscape,start_program,20
check system health,check_system,21
show disk usage,check_system,21
view network stats,check_system,21
take desktop grab,take_screenshot,22
capture monitor now,take_screenshot,22
snap screen fast,take_screenshot,22
grab display shot,take_screenshot,22
capture desktop fast,take_screenshot,22
snap monitor quick,take_screenshot,22
